,Airline,Source,Destination,Day,Month,Route,Dep_hour,Dep_min,Dur_hour,Dur_min,Arr_hour,Arr_min,stop,price
766,Vistara,Bangalore,Delhi,28,Oct,BLR--->PAT-->DEL,7,15,15,05,22,20,1-stop,12455
767,Air India,Bangalore,Delhi,28,Oct,BLR--->MAA-->DEL,7,5,05,55,13,0,1-stop,12739
768,GO FIRST,Bangalore,Delhi,28,Oct,BLR--->PAT-->DEL,11,45,05,25,17,10,1-stop,12790
769,GO FIRST,Bangalore,Delhi,28,Oct,BLR--->PAT-->DEL,11,45,09,00,20,45,1-stop,12790
770,GO FIRST,Bangalore,Delhi,28,Oct,BLR--->PAT-->DEL,11,45,11,25,23,10,1-stop,12790
771,Air India,Bangalore,Delhi,28,Oct,BLR--->BOM-->DEL,6,40,05,35,12,15,1-stop,12844
772,Vistara,Bangalore,Delhi,28,Oct,BLR--->BOM-->DEL,21,40,22,00,19,40,1-stop,12844
773,Air India,Bangalore,Delhi,28,Oct,BLR--->COK-->DEL,9,0,12,10,21,10,1-stop,12897
774,GO FIRST,Bangalore,Delhi,28,Oct,BLR--->IXR-->DEL,11,20,07,30,18,50,1-stop,12945
775,GO FIRST,Bangalore,Delhi,28,Oct,BLR--->IXR-->DEL,11,20,11,10,22,30,1-stop,12945
776,Vistara,Bangalore,Delhi,28,Oct,BLR--->IXC-->DEL,11,30,05,00,16,30,1-stop,12949
777,Vistara,Bangalore,Delhi,28,Oct,BLR--->BOM-->DEL,9,30,07,15,16,45,1-stop,13082
778,Vistara,Bangalore,Delhi,28,Oct,BLR--->BOM-->DEL,6,40,10,05,16,45,1-stop,13082
779,Air India,Bangalore,Delhi,28,Oct,BLR--->CCU-->DEL,12,0,25,05,13,5,1-stop,13369
780,Air India,Bangalore,Delhi,28,Oct,BLR--->BOM-->DEL,8,35,09,45,18,20,1-stop,13579
781,Air India,Bangalore,Delhi,28,Oct,BLR--->BOM-->DEL,6,40,11,40,18,20,1-stop,13579
782,Vistara,Bangalore,Delhi,28,Oct,BLR--->BOM-->DEL,21,40,23,00,20,40,1-stop,13579
783,Air India,Bangalore,Delhi,28,Oct,BLR--->JAI-->DEL,6,55,26,45,9,40,1-stop,13579
784,Air India,Bangalore,Delhi,28,Oct,BLR--->PAT-->DEL,17,40,20,55,14,35,1-stop,13820
785,Air India,Bangalore,Delhi,28,Oct,BLR--->PAT-->DEL,17,40,23,55,17,35,1-stop,13820
786,Air India,Bangalore,Delhi,28,Oct,BLR--->PAT-->DEL,17,40,27,15,20,55,1-stop,13820
787,SpiceJet,Bangalore,Delhi,28,Oct,BLR--->JLR-->DEL,9,30,11,20,20,50,1-stop,14724
788,AirAsia,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,18,55,05,50,0,45,1-stop,7485
789,AirAsia,Bangalore,Delhi,29,Oct,BLR--->COK-->DEL,6,5,05,55,12,0,1-stop,7485
790,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,7,25,06,25,13,50,1-stop,7485
791,AirAsia,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,18,55,07,40,2,35,1-stop,7485
792,AirAsia,Bangalore,Delhi,29,Oct,BLR--->GAU-->DEL,7,10,08,30,15,40,1-stop,7485
793,AirAsia,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,16,15,08,45,1,0,1-stop,7485
794,AirAsia,Bangalore,Delhi,29,Oct,BLR--->GAU-->DEL,15,15,09,05,0,20,1-stop,7485
795,AirAsia,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,4,40,09,20,14,0,1-stop,7485
796,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,9,15,09,35,18,50,1-stop,7485
797,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXB-->DEL,5,0,09,55,14,55,1-stop,7485
798,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,8,50,10,00,18,50,1-stop,7485
799,AirAsia,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,23,20,10,35,9,55,1-stop,7485
800,AirAsia,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,23,10,10,45,9,55,1-stop,7485
801,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,9,15,11,05,20,20,1-stop,7485
802,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,7,25,11,25,18,50,1-stop,7485
803,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,8,50,11,30,20,20,1-stop,7485
804,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,7,25,12,55,20,20,1-stop,7485
805,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->VNS-->DEL,11,40,09,00,20,40,1-stop,7487
806,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,5,40,10,25,16,5,1-stop,7487
807,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,17,35,14,30,8,5,1-stop,7487
808,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,7,20,05,20,12,40,1-stop,7488
809,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,13,25,05,30,18,55,1-stop,7488
810,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,16,25,05,30,21,55,1-stop,7488
811,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,11,0,05,50,16,50,1-stop,7488
812,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,18,25,06,20,0,45,1-stop,7488
813,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,13,25,07,25,20,50,1-stop,7488
814,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,11,0,07,55,18,55,1-stop,7488
815,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,8,50,08,00,16,50,1-stop,7488
816,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,16,25,08,20,0,45,1-stop,7488
817,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,7,20,09,30,16,50,1-stop,7488
818,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,11,0,09,50,20,50,1-stop,7488
819,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,8,50,10,05,18,55,1-stop,7488
820,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->SAG-->DEL,15,15,23,05,14,20,1-stop,7488
821,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,14,50,06,00,20,50,1-stop,8134
822,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,14,50,07,05,21,55,1-stop,8134
823,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,13,25,08,30,21,55,1-stop,8134
824,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,14,50,09,55,0,45,1-stop,8134
825,AirAsia,Bangalore,Delhi,29,Oct,BLR--->GOI-->DEL,5,45,05,10,10,55,1-stop,8539
826,AirAsia,Bangalore,Delhi,29,Oct,BLR--->COK-->DEL,17,35,09,05,2,40,1-stop,8539
827,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,16,25,06,45,23,10,1-stop,8780
828,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,14,50,08,20,23,10,1-stop,8780
829,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,13,25,09,45,23,10,1-stop,8780
830,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->DEL,2,10,02,40,4,50,non-stop,9273
831,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,10,0,06,50,16,50,1-stop,9425
832,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,10,0,08,55,18,55,1-stop,9425
833,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,22,55,10,30,9,25,1-stop,9425
834,AirAsia,Bangalore,Delhi,29,Oct,BLR--->COK-->DEL,19,45,06,55,2,40,1-stop,9694
835,AirAsia,Bangalore,Delhi,29,Oct,BLR--->GOI-->DEL,5,45,12,00,17,45,1-stop,9694
836,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,4,30,04,55,9,25,1-stop,9746
837,Indigo,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,4,30,08,10,12,40,1-stop,9746
838,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->DEL,6,5,03,00,9,5,non-stop,9797
839,Vistara,Bangalore,Delhi,29,Oct,BLR--->DEL,11,30,02,40,14,10,non-stop,10114
840,AirAsia,Bangalore,Delhi,29,Oct,BLR--->DEL,11,25,02,40,14,5,non-stop,10322
841,Air India,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,7,5,11,25,18,30,1-stop,10324
842,Vistara,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,19,25,13,35,9,0,1-stop,10324
843,Vistara,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,19,25,24,45,20,10,1-stop,10324
844,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->DEL,6,0,02,40,8,40,non-stop,10427
845,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,5,55,25,50,7,45,1-stop,10481
846,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,10,05,10,11,20,1-stop,10605
847,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,10,06,00,12,10,1-stop,10605
848,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,8,20,07,35,15,55,1-stop,10605
849,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,10,09,45,15,55,1-stop,10605
850,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,5,30,02,50,8,20,non-stop,10691
851,Indigo,Bangalore,Delhi,29,Oct,BLR--->JAI-->DEL,14,50,05,50,20,40,1-stop,10717
852,Vistara,Bangalore,Delhi,29,Oct,BLR--->DEL,7,0,02,40,9,40,non-stop,11059
853,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->MAA-->DEL,6,20,16,30,22,50,1-stop,11058
854,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->MAA-->DEL,19,55,17,55,13,50,1-stop,11058
855,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->MAA-->DEL,19,55,26,55,22,50,1-stop,11058
856,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->LKO-->DEL,6,0,05,40,11,40,1-stop,11230
857,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->LKO-->DEL,6,0,14,25,20,25,1-stop,11230
858,Indigo,Bangalore,Delhi,29,Oct,BLR--->BDQ-->DEL,12,20,05,15,17,35,1-stop,11363
859,Indigo,Bangalore,Delhi,29,Oct,BLR--->JAI-->DEL,7,45,07,10,14,55,1-stop,11363
860,Vistara,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,19,25,17,05,12,30,1-stop,11479
861,Air India,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,7,5,06,35,13,40,1-stop,11584
862,Air India,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,7,5,14,45,21,50,1-stop,11584
863,Air India,Bangalore,Delhi,29,Oct,BLR--->HYD-->DEL,7,5,15,45,22,50,1-stop,11584
864,AirAsia,Bangalore,Delhi,29,Oct,BLR--->DEL,19,45,02,50,22,35,non-stop,11791
865,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,7,50,02,50,10,40,non-stop,11898
866,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,9,40,02,50,12,30,non-stop,11898
867,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->JLR-->DEL,9,30,11,20,20,50,1-stop,12087
868,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->JLR-->DEL,9,30,25,15,10,45,1-stop,12087
869,Vistara,Bangalore,Delhi,29,Oct,BLR--->DEL,8,0,02,40,10,40,non-stop,12109
870,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,5,0,11,20,16,20,1-stop,12108
871,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,5,0,12,10,17,10,1-stop,12108
872,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,06,00,12,40,1-stop,12319
873,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,07,25,14,5,1-stop,12319
874,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,10,15,16,55,1-stop,12319
875,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,11,25,18,5,1-stop,12319
876,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,17,30,0,10,1-stop,12319
877,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,18,15,0,55,1-stop,12319
878,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->AMD-->DEL,6,30,12,35,19,5,1-stop,12344
879,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,17,10,06,40,23,50,1-stop,12391
880,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,8,20,09,30,17,50,1-stop,12391
881,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,10,11,40,17,50,1-stop,12391
882,Vistara,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,7,15,15,05,22,20,1-stop,12455
883,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->DEL,22,35,02,45,1,20,non-stop,12527
884,Air India,Bangalore,Delhi,29,Oct,BLR--->DEL,17,45,02,50,20,35,non-stop,12634
885,Indigo,Bangalore,Delhi,29,Oct,BLR--->NAG-->DEL,8,20,09,55,18,15,1-stop,12654
886,Air India,Bangalore,Delhi,29,Oct,BLR--->MAA-->DEL,7,5,05,55,13,0,1-stop,12739
887,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,13,00,19,40,1-stop,12844
888,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,16,20,23,0,1-stop,12844
889,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,07,25,16,55,1-stop,12897
890,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,08,35,18,5,1-stop,12897
891,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,14,40,0,10,1-stop,12897
892,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,15,25,0,55,1-stop,12897
893,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,12,55,02,45,15,40,non-stop,12948
894,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,21,30,02,50,0,20,non-stop,12948
895,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,11,20,07,30,18,50,1-stop,12945
896,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,11,20,11,10,22,30,1-stop,12945
897,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->AMD-->DEL,6,30,08,30,15,0,1-stop,12974
898,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,13,30,20,10,1-stop,13067
899,AirAsia,Bangalore,Delhi,29,Oct,BLR--->DEL,22,10,02,25,0,35,non-stop,13131
900,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,17,10,05,35,22,45,1-stop,13125
901,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,17,10,07,10,0,20,1-stop,13125
902,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,8,20,13,05,21,25,1-stop,13125
903,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,8,20,14,25,22,45,1-stop,13125
904,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->GOI-->DEL,13,55,06,00,19,55,1-stop,13264
905,Air India,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,11,5,11,55,23,0,1-stop,13264
906,Air India,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,11,5,22,10,9,15,1-stop,13264
907,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->DEL,21,15,02,40,23,55,non-stop,13367
908,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->DEL,19,10,02,50,22,0,non-stop,13367
909,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,10,10,19,40,1-stop,13422
910,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,13,30,23,0,1-stop,13422
911,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,14,00,20,40,1-stop,13579
912,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,6,40,15,15,21,55,1-stop,13579
913,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,17,40,02,50,20,30,non-stop,13682
914,Air India,Bangalore,Delhi,29,Oct,BLR--->BBI-->DEL,11,50,11,55,23,45,1-stop,13684
915,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,11,10,20,40,1-stop,14157
916,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,12,25,21,55,1-stop,14157
917,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,11,45,05,25,17,10,1-stop,14260
918,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,11,45,09,00,20,45,1-stop,14260
919,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,11,45,11,25,23,10,1-stop,14260
920,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,19,55,05,00,0,55,1-stop,14262
921,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->IXR-->DEL,16,0,06,30,22,30,1-stop,14309
922,Indigo,Bangalore,Delhi,29,Oct,BLR--->NAG-->DEL,8,20,05,10,13,30,1-stop,14591
923,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,18,25,05,45,0,10,1-stop,14787
924,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,18,25,06,30,0,55,1-stop,14787
925,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,21,40,20,25,18,5,1-stop,14787
926,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,21,40,22,00,19,40,1-stop,14787
927,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,21,40,23,00,20,40,1-stop,14787
928,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->GOI-->DEL,9,50,07,55,17,45,1-stop,14838
929,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->GOI-->DEL,9,50,14,05,23,55,1-stop,14838
930,Vistara,Bangalore,Delhi,29,Oct,BLR--->DEL,17,55,02,35,20,30,non-stop,14944
931,Vistara,Bangalore,Delhi,29,Oct,BLR--->DEL,21,10,02,35,23,45,non-stop,14944
932,Vistara,Bangalore,Delhi,29,Oct,BLR--->DEL,19,40,02,45,22,25,non-stop,14944
933,Air India,Bangalore,Delhi,29,Oct,BLR--->DEL,6,10,02,45,8,55,non-stop,14944
934,Air India,Bangalore,Delhi,29,Oct,BLR--->DEL,10,25,02,45,13,10,non-stop,14944
935,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,17,10,14,55,8,5,1-stop,14963
936,Vistara,Bangalore,Delhi,29,Oct,BLR--->GOI-->DEL,12,20,10,55,23,15,1-stop,15102
937,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,18,35,02,50,21,25,non-stop,15257
938,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,18,25,04,35,23,0,1-stop,15312
939,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,21,40,12,00,9,40,1-stop,15522
940,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,19,55,13,45,9,40,1-stop,15522
941,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,21,40,16,25,14,5,1-stop,15522
942,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,21,40,19,15,16,55,1-stop,15522
943,Vistara,Bangalore,Delhi,29,Oct,BLR--->GOI-->DEL,12,20,26,00,14,20,1-stop,15522
944,Air India,Bangalore,Delhi,29,Oct,BLR--->JAI-->DEL,7,0,07,25,14,25,1-stop,15679
945,Air India,Bangalore,Delhi,29,Oct,BLR--->JAI-->DEL,7,0,26,40,9,40,1-stop,15679
946,Vistara,Bangalore,Delhi,29,Oct,BLR--->GOI-->DEL,12,20,04,45,17,5,1-stop,15942
947,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,18,25,15,15,9,40,1-stop,16047
948,AirAsia,Bangalore,Delhi,29,Oct,BLR--->IXB-->DEL,11,50,07,30,19,20,1-stop,16205
949,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,21,40,13,20,11,0,1-stop,16257
950,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,21,40,15,00,12,40,1-stop,16257
951,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,19,55,15,05,11,0,1-stop,16257
952,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,19,55,16,45,12,40,1-stop,16257
953,Air India,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,17,40,20,55,14,35,1-stop,16550
954,Air India,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,17,40,27,15,20,55,1-stop,16550
955,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,18,25,16,35,11,0,1-stop,16782
956,Air India,Bangalore,Delhi,29,Oct,BLR--->PAT-->DEL,17,40,23,55,17,35,1-stop,16865
957,Vistara,Bangalore,Delhi,29,Oct,BLR--->IXC-->DEL,11,30,08,25,19,55,1-stop,16992
958,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,10,25,19,55,1-stop,17288
959,Vistara,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,9,30,13,15,22,45,1-stop,17288
960,Air India,Bangalore,Delhi,29,Oct,BLR--->COK-->DEL,9,0,12,10,21,10,1-stop,17412
961,Vistara,Bangalore,Delhi,29,Oct,BLR--->IXC-->DEL,11,30,05,00,16,30,1-stop,17674
962,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,20,20,15,00,11,20,1-stop,18009
963,Air India,Bangalore,Delhi,29,Oct,BLR--->DEL,13,20,02,45,16,5,non-stop,18094
964,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,14,35,02,45,17,20,non-stop,18198
965,Air India,Bangalore,Delhi,29,Oct,BLR--->LKO-->DEL,13,50,07,45,21,35,1-stop,18829
966,SpiceJet,Bangalore,Delhi,29,Oct,BLR--->STV-->DEL,18,30,21,25,15,55,1-stop,18879
967,GO FIRST,Bangalore,Delhi,29,Oct,BLR--->BOM-->DEL,20,20,11,45,8,5,1-stop,18953
968,Air India,Bangalore,Delhi,29,Oct,BLR--->CCU-->DEL,11,5,26,00,13,5,1-stop,19879
969,Indigo,Bangalore,Delhi,29,Oct,BLR--->DEL,20,45,02,50,23,35,non-stop,20298
970,Air India,Bangalore,Delhi,29,Oct,BLR--->MAA-->DEL,7,5,12,45,19,50,1-stop,23449
971,AirAsia,Bangalore,Delhi,30,Oct,BLR--->CCU-->DEL,18,55,05,50,0,45,1-stop,7485
972,AirAsia,Bangalore,Delhi,30,Oct,BLR--->COK-->DEL,19,45,06,55,2,40,1-stop,7485
973,AirAsia,Bangalore,Delhi,30,Oct,BLR--->CCU-->DEL,5,35,08,20,13,55,1-stop,7485
974,AirAsia,Bangalore,Delhi,30,Oct,BLR--->COK-->DEL,17,35,09,05,2,40,1-stop,7485
975,AirAsia,Bangalore,Delhi,30,Oct,BLR--->CCU-->DEL,23,20,10,45,10,5,1-stop,7485
976,AirAsia,Bangalore,Delhi,30,Oct,BLR--->CCU-->DEL,23,10,10,55,10,5,1-stop,7485
977,AirAsia,Bangalore,Delhi,30,Oct,BLR--->IXR-->DEL,7,25,11,25,18,50,1-stop,7485
978,AirAsia,Bangalore,Delhi,30,Oct,BLR--->IXR-->DEL,7,25,12,55,20,20,1-stop,7485
979,AirAsia,Bangalore,Delhi,30,Oct,BLR--->COK-->DEL,12,45,13,55,2,40,1-stop,7485
980,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,16,25,05,30,21,55,1-stop,7488
981,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,18,25,06,20,0,45,1-stop,7488
982,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,16,25,06,45,23,10,1-stop,7488
983,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,16,25,08,20,0,45,1-stop,7488
984,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,13,25,08,30,21,55,1-stop,7488
985,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,10,0,08,55,18,55,1-stop,7488
986,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,13,25,09,45,23,10,1-stop,7488
987,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,11,0,05,50,16,50,1-stop,8134
988,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,10,0,06,50,16,50,1-stop,8134
989,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,13,25,07,25,20,50,1-stop,8134
990,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,11,0,09,50,20,50,1-stop,8134
991,AirAsia,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,16,15,08,45,1,0,1-stop,8539
992,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,13,25,05,30,18,55,1-stop,8780
993,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,14,50,06,00,20,50,1-stop,8780
994,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,14,50,07,05,21,55,1-stop,8780
995,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,11,0,07,55,18,55,1-stop,8780
996,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,14,50,09,55,0,45,1-stop,8780
997,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,7,20,05,20,12,40,1-stop,9425
998,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,14,50,08,20,23,10,1-stop,9425
999,Vistara,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,19,25,27,15,22,40,1-stop,9904
1000,Vistara,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,19,25,13,35,9,0,1-stop,10009
1001,Vistara,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,19,25,24,35,20,0,1-stop,10324
1002,Vistara,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,19,25,17,05,12,30,1-stop,10639
1003,Indigo,Bangalore,Delhi,30,Oct,BLR--->HYD-->DEL,7,20,09,30,16,50,1-stop,10717
1004,AirAsia,Bangalore,Delhi,30,Oct,BLR--->IXR-->DEL,7,25,06,25,13,50,1-stop,10744
1005,AirAsia,Bangalore,Delhi,30,Oct,BLR--->IXR-->DEL,9,15,09,35,18,50,1-stop,10744
